time,TempPlant3,TempPlant4,TempPlant5,Air_temp_loc,Humedity,air_temp,Ambient_1
2020-03-09T16:41:00.0,,,,,,,
2020-03-09T16:42:00.0,,,,,,,
2020-03-09T16:43:00.0,,,,,,,
2020-03-09T16:44:00.0,,,,,,,
2020-03-09T16:45:00.0,,,,,,,
2020-03-09T16:46:00.0,,,,,,,
2020-03-09T16:47:00.0,,,,,,,
2020-03-09T16:48:00.0,,,,,,,
2020-03-09T16:49:00.0,,,,,,,
2020-03-09T16:50:00.0,,,,,,,
2020-03-09T16:51:00.0,,,,,,,
2020-03-09T16:52:00.0,,,,,,,
2020-03-09T16:53:00.0,,,,,,,
2020-03-09T16:54:00.0,,,,,,,
2020-03-09T16:55:00.0,,,,,,,
2020-03-09T16:56:00.0,,,,,,,
2020-03-09T16:57:00.0,,,,,,,
2020-03-09T16:58:00.0,,,,,,,
2020-03-09T16:59:00.0,,,,,,,
2020-03-09T17:00:00.0,,,,,,,
2020-03-09T17:01:00.0,,,,,,,
2020-03-09T17:02:00.0,,,,,,,
2020-03-09T17:03:00.0,,,,,,,
2020-03-09T17:04:00.0,,,,,,,
2020-03-09T17:05:00.0,,,,,,,
2020-03-09T17:06:00.0,,,,,,,
2020-03-09T17:07:00.0,,,,,,,
2020-03-09T17:08:00.0,,,,,,,
2020-03-09T17:09:00.0,,,,,,,
2020-03-09T17:10:00.0,,,,,,,
2020-03-09T17:11:00.0,,,,,,,
2020-03-09T17:12:00.0,,,,,,,
2020-03-09T17:13:00.0,,,,,,,
2020-03-09T17:14:00.0,,,,,,,
2020-03-09T17:15:00.0,,,,,,,
2020-03-09T17:16:00.0,,,,,,,
2020-03-09T17:17:00.0,,,,,,,
2020-03-09T17:18:00.0,,,,,,,
2020-03-09T17:19:00.0,,,,,,,
2020-03-09T17:20:00.0,,,,,,,
2020-03-09T17:21:00.0,,,,,,,
2020-03-09T17:22:00.0,,,,,,,
2020-03-09T17:23:00.0,,,,,,,
2020-03-09T17:24:00.0,,,,,,,
2020-03-09T17:25:00.0,,,,,,,
2020-03-09T17:26:00.0,,,,,,,
2020-03-09T17:27:00.0,,,,,,,
2020-03-09T17:28:00.0,,,,,,,
2020-03-09T17:29:00.0,,,,,,,
2020-03-09T17:30:00.0,,,,,,,
2020-03-09T17:31:00.0,,,,,,,
2020-03-09T17:32:00.0,,,,,,,
2020-03-09T17:33:00.0,,,,,,,
2020-03-09T17:34:00.0,,,,,,,
2020-03-09T17:35:00.0,,,,,,,
2020-03-09T17:36:00.0,,,,,,,
2020-03-09T17:37:00.0,,,,,,,
2020-03-09T17:38:00.0,,,,,,,
2020-03-09T17:39:00.0,,,,,,,
2020-03-09T17:40:00.0,,,,,,,
2020-03-09T17:41:00.0,,,,,,,
2020-03-09T17:42:00.0,,,,,,,
2020-03-09T17:43:00.0,,,,,,,
2020-03-09T17:44:00.0,,,,,,,
2020-03-09T17:45:00.0,,,,,,,
2020-03-09T17:46:00.0,,,,,,,
2020-03-09T17:47:00.0,,,,,,,
2020-03-09T17:48:00.0,,,,,,,
2020-03-09T17:49:00.0,,,,,,,
2020-03-09T17:50:00.0,,,,,,,
2020-03-09T17:51:00.0,,,,,,,
2020-03-09T17:52:00.0,,,,,,,
2020-03-09T17:53:00.0,,,,,,,
2020-03-09T17:54:00.0,,,,,,,
2020-03-09T17:55:00.0,,,,,,,
2020-03-09T17:56:00.0,,,,,,,
2020-03-09T17:57:00.0,,,,,,,
2020-03-09T17:58:00.0,,,,,,,
2020-03-09T17:59:00.0,,,,,,,
2020-03-09T18:00:00.0,,,,,,,
2020-03-09T18:01:00.0,,,,,,,
2020-03-09T18:02:00.0,,,,,,,
2020-03-09T18:03:00.0,,,,,,,
2020-03-09T18:04:00.0,,,,,,,
2020-03-09T18:05:00.0,,,,,,,
2020-03-09T18:06:00.0,,,,,,,
2020-03-09T18:07:00.0,,,,,,,
2020-03-09T18:08:00.0,,,,,,,
2020-03-09T18:09:00.0,,,,,,,
2020-03-09T18:10:00.0,,,,,,,
2020-03-09T18:11:00.0,,,,,,,
2020-03-09T18:12:00.0,,,,,,,
2020-03-09T18:13:00.0,,,,,,,
2020-03-09T18:14:00.0,,,,,,,
2020-03-09T18:15:00.0,,,,,,,
2020-03-09T18:16:00.0,,,,,,,
2020-03-09T18:17:00.0,,,,,,,
2020-03-09T18:18:00.0,,,,,,,
2020-03-09T18:19:00.0,,,,,,,
2020-03-09T18:20:00.0,,,,,,,
2020-03-09T18:21:00.0,,,,,,,
2020-03-09T18:22:00.0,,,,,,,
2020-03-09T18:23:00.0,,,,,,,
2020-03-09T18:24:00.0,,,,,,,
2020-03-09T18:25:00.0,,,,,,,
2020-03-09T18:26:00.0,,,,,,,
2020-03-09T18:27:00.0,,,,,,,
2020-03-09T18:28:00.0,,,,,,,
2020-03-09T18:29:00.0,,,,,,,
2020-03-09T18:30:00.0,,,,,,,
2020-03-09T18:31:00.0,,,,,,,
2020-03-09T18:32:00.0,,,,,,,
2020-03-09T18:33:00.0,,,,,,,
2020-03-09T18:34:00.0,,,,,,,
2020-03-09T18:35:00.0,,,,,,,
2020-03-09T18:36:00.0,,,,,,,
2020-03-09T18:37:00.0,,,,,,,
2020-03-09T18:38:00.0,,,,,,,
2020-03-09T18:39:00.0,,,,,,,
2020-03-09T18:40:00.0,,,,,,,
2020-03-09T18:41:00.0,,,,,,,
2020-03-09T18:42:00.0,,,,,,,
2020-03-09T18:43:00.0,,,,,,,
2020-03-09T18:44:00.0,,,,,,,
2020-03-09T18:45:00.0,,,,,,,
2020-03-09T18:46:00.0,,,,,,,
2020-03-09T18:47:00.0,,,,,,,
2020-03-09T18:48:00.0,,,,,,,
2020-03-09T18:49:00.0,,,,,,,
2020-03-09T18:50:00.0,,,,,,,
2020-03-09T18:51:00.0,,,,,,,
2020-03-09T18:52:00.0,,,,,,,
2020-03-09T18:53:00.0,,,,,,,
2020-03-09T18:54:00.0,,,,,,,
2020-03-09T18:55:00.0,,,,,,,
2020-03-09T18:56:00.0,,,,,,,
2020-03-09T18:57:00.0,,,,,,,
2020-03-09T18:58:00.0,,,,,,,
2020-03-09T18:59:00.0,,,,,,,
2020-03-09T19:00:00.0,,,,,,,
2020-03-09T19:01:00.0,,,,,,,
2020-03-09T19:02:00.0,,,,,,,
2020-03-09T19:03:00.0,,,,,,,
2020-03-09T19:04:00.0,,,,,,,
2020-03-09T19:05:00.0,,,,,,,
2020-03-09T19:06:00.0,,,,,,,
2020-03-09T19:07:00.0,,,,,,,
2020-03-09T19:08:00.0,,,,,,,
2020-03-09T19:09:00.0,,,,,,,
2020-03-09T19:10:00.0,,,,,,,
2020-03-09T19:11:00.0,,,,,,,
2020-03-09T19:12:00.0,,,,,,,
2020-03-09T19:13:00.0,,,,,,,
2020-03-09T19:14:00.0,,,,,,,
2020-03-09T19:15:00.0,,,,,,,
2020-03-09T19:16:00.0,,,,,,,
2020-03-09T19:17:00.0,,,,,,,
2020-03-09T19:18:00.0,,,,,,,
2020-03-09T19:19:00.0,,,,,,,
2020-03-09T19:20:00.0,,,,,,,
2020-03-09T19:21:00.0,,,,,,,
2020-03-09T19:22:00.0,,,,,,,
2020-03-09T19:23:00.0,,,,,,,
2020-03-09T19:24:00.0,,,,,,,
2020-03-09T19:25:00.0,,,,,,,
2020-03-09T19:26:00.0,,,,,,,
2020-03-09T19:27:00.0,,,,,,,
2020-03-09T19:28:00.0,,,,,,,
2020-03-09T19:29:00.0,,,,,,,
2020-03-09T19:30:00.0,,,,,,,
2020-03-09T19:31:00.0,,,,,,,
2020-03-09T19:32:00.0,,,,,,,
2020-03-09T19:33:00.0,,,,,,,
2020-03-09T19:34:00.0,,,,,,,
2020-03-09T19:35:00.0,,,,,,,
2020-03-09T19:36:00.0,,,,,,,
2020-03-09T19:37:00.0,,,,,,,
2020-03-09T19:38:00.0,,,,,,,
2020-03-09T19:39:00.0,,,,,,,
2020-03-09T19:40:00.0,,,,,,,
2020-03-09T19:41:00.0,,,,,,,
2020-03-09T19:42:00.0,,,,,,,
2020-03-09T19:43:00.0,,,,,,,
2020-03-09T19:44:00.0,,,,,,,
2020-03-09T19:45:00.0,,,,,,,
2020-03-09T19:46:00.0,,,,,,,
2020-03-09T19:47:00.0,,,,,,,
2020-03-09T19:48:00.0,,,,,,,
2020-03-09T19:49:00.0,,,,,,,
2020-03-09T19:50:00.0,,,,,,,
2020-03-09T19:51:00.0,,,,,,,
2020-03-09T19:52:00.0,,,,,,,
2020-03-09T19:53:00.0,,,,,,,
2020-03-09T19:54:00.0,,,,,,,
2020-03-09T19:55:00.0,,,,,,,
2020-03-09T19:56:00.0,,,,,,,
2020-03-09T19:57:00.0,,,,,,,
2020-03-09T19:58:00.0,,,,,,,
2020-03-09T19:59:00.0,,,,,,,
2020-03-09T20:00:00.0,,,,,,,
2020-03-09T20:01:00.0,,,,,,,
2020-03-09T20:02:00.0,,,,,,,
2020-03-09T20:03:00.0,,,,,,,
2020-03-09T20:04:00.0,,,,,,,
2020-03-09T20:05:00.0,,,,,,,
2020-03-09T20:06:00.0,,,,,,,
2020-03-09T20:07:00.0,,,,,,,
2020-03-09T20:08:00.0,,,,,,,
2020-03-09T20:09:00.0,,,,,,,
2020-03-09T20:10:00.0,,,,,,,
2020-03-09T20:11:00.0,,,,,,,
2020-03-09T20:12:00.0,,,,,,,
2020-03-09T20:13:00.0,,,,,,,
2020-03-09T20:14:00.0,,,,,,,
2020-03-09T20:15:00.0,,,,,,,
2020-03-09T20:16:00.0,,,,,,,
2020-03-09T20:17:00.0,,,,,,,
2020-03-09T20:18:00.0,,,,,,,
2020-03-09T20:19:00.0,,,,,,,
2020-03-09T20:20:00.0,,,,,,,
2020-03-09T20:21:00.0,,,,,,,
2020-03-09T20:22:00.0,,,,,,,
2020-03-09T20:23:00.0,,,,,,,
2020-03-09T20:24:00.0,,,,,,,
2020-03-09T20:25:00.0,,,,,,,
2020-03-09T20:26:00.0,,,,,,,
2020-03-09T20:27:00.0,,,,,,,
2020-03-09T20:28:00.0,,,,,,,
2020-03-09T20:29:00.0,,,,,,,
2020-03-09T20:30:00.0,,,,,,,
2020-03-09T20:31:00.0,,,,,,,
2020-03-09T20:32:00.0,,,,,,,
2020-03-09T20:33:00.0,,,,,,,
2020-03-09T20:34:00.0,,,,,,,
2020-03-09T20:35:00.0,,,,,,,
2020-03-09T20:36:00.0,,,,,,,
2020-03-09T20:37:00.0,,,,,,,
2020-03-09T20:38:00.0,,,,,,,
2020-03-09T20:39:00.0,,,,,,,
2020-03-09T20:40:00.0,,,,,,,
2020-03-09T20:41:00.0,,,,,,,
2020-03-09T20:42:00.0,,,,,,,
2020-03-09T20:43:00.0,,,,,,,
2020-03-09T20:44:00.0,,,,,,,
2020-03-09T20:45:00.0,,,,,,,
2020-03-09T20:46:00.0,,,,,,,
2020-03-09T20:47:00.0,,,,,,,
2020-03-09T20:48:00.0,,,,,,,
2020-03-09T20:49:00.0,,,,,,,
2020-03-09T20:50:00.0,,,,,,,
2020-03-09T20:51:00.0,,,,,,,
2020-03-09T20:52:00.0,,,,,,,
2020-03-09T20:53:00.0,,,,,,,
2020-03-09T20:54:00.0,,,,,,,
2020-03-09T20:55:00.0,,,,,,,
2020-03-09T20:56:00.0,,,,,,,
2020-03-09T20:57:00.0,,,,,,,
2020-03-09T20:58:00.0,,,,,,,
2020-03-09T20:59:00.0,,,,,,,
2020-03-09T21:00:00.0,,,,,,,
2020-03-09T21:01:00.0,,,,,,,
2020-03-09T21:02:00.0,,,,,,,
2020-03-09T21:03:00.0,,,,,,,
2020-03-09T21:04:00.0,,,,,,,
2020-03-09T21:05:00.0,,,,,,,
2020-03-09T21:06:00.0,,,,,,,
2020-03-09T21:07:00.0,,,,,,,
2020-03-09T21:08:00.0,,,,,,,
2020-03-09T21:09:00.0,,,,,,,
2020-03-09T21:10:00.0,,,,,,,
2020-03-09T21:11:00.0,,,,,,,
2020-03-09T21:12:00.0,,,,,,,
2020-03-09T21:13:00.0,,,,,,,
2020-03-09T21:14:00.0,,,,,,,
2020-03-09T21:15:00.0,,,,,,,
2020-03-09T21:16:00.0,,,,,,,
2020-03-09T21:17:00.0,,,,,,,
2020-03-09T21:18:00.0,,,,,,,
2020-03-09T21:19:00.0,,,,,,,
2020-03-09T21:20:00.0,,,,,,,
2020-03-09T21:21:00.0,,,,,,,
2020-03-09T21:22:00.0,,,,,,,
2020-03-09T21:23:00.0,,,,,,,
2020-03-09T21:24:00.0,,,,,,,
2020-03-09T21:25:00.0,,,,,,,
2020-03-09T21:26:00.0,,,,,,,
2020-03-09T21:27:00.0,,,,,,,
2020-03-09T21:28:00.0,,,,,,,
2020-03-09T21:29:00.0,,,,,,,
2020-03-09T21:30:00.0,,,,,,,
2020-03-09T21:31:00.0,,,,,,,
2020-03-09T21:32:00.0,,,,,,,
2020-03-09T21:33:00.0,,,,,,,
2020-03-09T21:34:00.0,,,,,,,
2020-03-09T21:35:00.0,,,,,,,
2020-03-09T21:36:00.0,,,,,,,
2020-03-09T21:37:00.0,,,,,,,
2020-03-09T21:38:00.0,,,,,,,
2020-03-09T21:39:00.0,,,,,,,
2020-03-09T21:40:00.0,,,,,,,
2020-03-09T21:41:00.0,,,,,,,
2020-03-09T21:42:00.0,,,,,,,
2020-03-09T21:43:00.0,,,,,,,
2020-03-09T21:44:00.0,,,,,,,
2020-03-09T21:45:00.0,,,,,,,
2020-03-09T21:46:00.0,,,,,,,
2020-03-09T21:47:00.0,,,,,,,
2020-03-09T21:48:00.0,,,,,,,
2020-03-09T21:49:00.0,,,,,,,
2020-03-09T21:50:00.0,,,,,,,
2020-03-09T21:51:00.0,,,,,,,
2020-03-09T21:52:00.0,,,,,,,
2020-03-09T21:53:00.0,,,,,,,
2020-03-09T21:54:00.0,,,,,,,
2020-03-09T21:55:00.0,,,,,,,
2020-03-09T21:56:00.0,,,,,,,
2020-03-09T21:57:00.0,,,,,,,
2020-03-09T21:58:00.0,,,,,,,
2020-03-09T21:59:00.0,,,,,,,
2020-03-09T22:00:00.0,,,,,,,
2020-03-09T22:01:00.0,,,,,,,
2020-03-09T22:02:00.0,,,,,,,
2020-03-09T22:03:00.0,,,,,,,
2020-03-09T22:04:00.0,,,,,,,
2020-03-09T22:05:00.0,,,,,,,
2020-03-09T22:06:00.0,,,,,,,
2020-03-09T22:07:00.0,,,,,,,
2020-03-09T22:08:00.0,,,,,,,
2020-03-09T22:09:00.0,,,,,,,
2020-03-09T22:10:00.0,,,,,,,
2020-03-09T22:11:00.0,,,,,,,
2020-03-09T22:12:00.0,,,,,,,
2020-03-09T22:13:00.0,,,,,,,
2020-03-09T22:14:00.0,,,,,,,
2020-03-09T22:15:00.0,,,,,,,
2020-03-09T22:16:00.0,,,,,,,
2020-03-09T22:17:00.0,,,,,,,
2020-03-09T22:18:00.0,,,,,,,
2020-03-09T22:19:00.0,,,,,,,
2020-03-09T22:20:00.0,,,,,,,
2020-03-09T22:21:00.0,,,,,,,
2020-03-09T22:22:00.0,,,,,,,
2020-03-09T22:23:00.0,,,,,,,
2020-03-09T22:24:00.0,,,,,,,
2020-03-09T22:25:00.0,,,,,,,
2020-03-09T22:26:00.0,,,,,,,
2020-03-09T22:27:00.0,,,,,,,
2020-03-09T22:28:00.0,,,,,,,
2020-03-09T22:29:00.0,,,,,,,
2020-03-09T22:30:00.0,,,,,,,
2020-03-09T22:31:00.0,,,,,,,
2020-03-09T22:32:00.0,,,,,,,
2020-03-09T22:33:00.0,,,,,,,
2020-03-09T22:34:00.0,,,,,,,
2020-03-09T22:35:00.0,,,,,,,
2020-03-09T22:36:00.0,,,,,,,
2020-03-09T22:37:00.0,,,,,,,
2020-03-09T22:38:00.0,,,,,,,
2020-03-09T22:39:00.0,,,,,,,
2020-03-09T22:40:00.0,,,,,,,
2020-03-09T22:41:00.0,,,,,,,
2020-03-09T22:42:00.0,,,,,,,
2020-03-09T22:43:00.0,,,,,,,
2020-03-09T22:44:00.0,,,,,,,
2020-03-09T22:45:00.0,,,,,,,
2020-03-09T22:46:00.0,,,,,,,
2020-03-09T22:47:00.0,,,,,,,
2020-03-09T22:48:00.0,,,,,,,
2020-03-09T22:49:00.0,,,,,,,
2020-03-09T22:50:00.0,,,,,,,
2020-03-09T22:51:00.0,,,,,,,
2020-03-09T22:52:00.0,,,,,,,
2020-03-09T22:53:00.0,,,,,,,
2020-03-09T22:54:00.0,,,,,,,
2020-03-09T22:55:00.0,,,,,,,
2020-03-09T22:56:00.0,,,,,,,
2020-03-09T22:57:00.0,,,,,,,
2020-03-09T22:58:00.0,,,,,,,
2020-03-09T22:59:00.0,,,,,,,
2020-03-09T23:00:00.0,,,,,,,
2020-03-09T23:01:00.0,,,,,,,
2020-03-09T23:02:00.0,,,,,,,
2020-03-09T23:03:00.0,,,,,,,
2020-03-09T23:04:00.0,,,,,,,
2020-03-09T23:05:00.0,,,,,,,
2020-03-09T23:06:00.0,,,,,,,
2020-03-09T23:07:00.0,,,,,,,
2020-03-09T23:08:00.0,,,,,,,
2020-03-09T23:09:00.0,,,,,,,
2020-03-09T23:10:00.0,,,,,,,
2020-03-09T23:11:00.0,,,,,,,
2020-03-09T23:12:00.0,,,,,,,
2020-03-09T23:13:00.0,,,,,,,
2020-03-09T23:14:00.0,,,,,,,
2020-03-09T23:15:00.0,,,,,,,
2020-03-09T23:16:00.0,,,,,,,
2020-03-09T23:17:00.0,,,,,,,
2020-03-09T23:18:00.0,,,,,,,
2020-03-09T23:19:00.0,,,,,,,
2020-03-09T23:20:00.0,,,,,,,
2020-03-09T23:21:00.0,,,,,,,
2020-03-09T23:22:00.0,,,,,,,
2020-03-09T23:23:00.0,,,,,,,
2020-03-09T23:24:00.0,,,,,,,
2020-03-09T23:25:00.0,,,,,,,
2020-03-09T23:26:00.0,,,,,,,
2020-03-09T23:27:00.0,,,,,,,
2020-03-09T23:28:00.0,,,,,,,
2020-03-09T23:29:00.0,,,,,,,
2020-03-09T23:30:00.0,,,,,,,
2020-03-09T23:31:00.0,,,,,,,
2020-03-09T23:32:00.0,,,,,,,
2020-03-09T23:33:00.0,,,,,,,
2020-03-09T23:34:00.0,,,,,,,
2020-03-09T23:35:00.0,,,,,,,
2020-03-09T23:36:00.0,,,,,,,
2020-03-09T23:37:00.0,,,,,,,
2020-03-09T23:38:00.0,,,,,,,
2020-03-09T23:39:00.0,,,,,,,
2020-03-09T23:40:00.0,,,,,,,
2020-03-09T23:41:00.0,,,,,,,
2020-03-09T23:42:00.0,,,,,,,
2020-03-09T23:43:00.0,,,,,,,
2020-03-09T23:44:00.0,,,,,,,
2020-03-09T23:45:00.0,,,,,,,
2020-03-09T23:46:00.0,,,,,,,
2020-03-09T23:47:00.0,,,,,,,
2020-03-09T23:48:00.0,,,,,,,
2020-03-09T23:49:00.0,,,,,,,
2020-03-09T23:50:00.0,,,,,,,
2020-03-09T23:51:00.0,,,,,,,
2020-03-09T23:52:00.0,,,,,,,
2020-03-09T23:53:00.0,,,,,,,
2020-03-09T23:54:00.0,,,,,,,
2020-03-09T23:55:00.0,,,,,,,
2020-03-09T23:56:00.0,,,,,,,
2020-03-09T23:57:00.0,,,,,,,
2020-03-09T23:58:00.0,,,,,,,
